Tutorial Group,Student ID,Name,School,Gender,CGPA,Team Assigned
G-106,3654,Aria Tan,CCDS,Female,04.04,Team 8
G-106,3583,Aria Lee,CCEB,Female,3.88,Team 8
G-106,4753,Zara Malik,EEE,Female,3.9,Team 9
G-106,1730,Siddharth Gupta,CoB (NBS),Male,4.14,Team 9
G-106,1470,Tania Ng,CCEB,Female,4.15,Team 9
G-106,2385,Hoang Nguyen,ADM,Male,04.02,Team 9
G-106,1888,Guofeng,CoE,Female,4.15,Team 9
G-106,3054,Om Tan,CCEB,Male,4.15,Team 10
G-106,5657,Charlotte Harris,SPMS,Female,04.02,Team 10
G-106,2713,Kevin Wang,MAE,Male,04.09,Team 10
G-106,623,Minghao,CoB (NBS),Female,4,Team 10
G-106,5676,Akemi Takahashi,EEE,Female,4.12,Team 10
G-107,5790,Cheryl Ong,CCEB,Female,4,Team 1
G-107,1979,Archer Powell,NIE,Male,4.12,Team 1
G-107,3849,Zane Wong,CCDS,Male,04.03,Team 1
G-107,2292,Lily Lim,CEE,Female,4.19,Team 1
G-107,2475,Madison Torres,SPMS,Female,4.12,Team 1
G-107,2334,Meera Gupta,EEE,Female,04.04,Team 2
G-107,5645,Le Van Minh,CCEB,Female,04.02,Team 2
G-107,3867,Zane Navarro,CoB (NBS),Male,4.18,Team 2
G-107,5804,Liu Yang,SPMS,Male,4.16,Team 2
G-107,1968,Yumi Hayashi,SBS,Female,3.89,Team 2
G-107,768,Kavita Singh,CoB (NBS),Female,3.89,Team 3
G-107,4074,Daniel Tan,CEE,Male,4,Team 3
G-107,830,Samreen Ali,CCDS,Female,04.07,Team 3
G-107,5767,Carter Hall,EEE,Male,4.14,Team 3
G-107,4901,Victoria Reyes,MAE,Female,4.2,Team 3
G-107,937,Nina Binti Noor,ASE,Female,3.86,Team 4
G-107,5960,Yuri Grigorev,CEE,Male,4.1,Team 4
G-107,1308,Vera Chan,CCEB,Female,4.1,Team 4
G-107,4749,Nina Zhao,WKW SCI,Female,4.15,Team 4
G-107,112,Misha Malik,CoB (NBS),Female,4.14,Team 4
G-107,5212,Sana Menon,EEE,Female,4.22,Team 5
G-107,3344,Lana Tan,CCDS,Female,4,Team 5
G-107,4621,Amelia Lewis,SPMS,Female,4.22,Team 5
G-107,180,Kai Qiang,CEE,Male,04.04,Team 5
G-107,4716,Joko Susanto,MAE,Male,3.9,Team 5
G-107,2715,Harvey Lim,MAE,Male,3.88,Team 6
G-107,2877,Hayden Wu,CCDS,Female,4.12,Team 6
G-107,4040,Rina Ali,CCEB,Female,04.09,Team 6
G-107,2941,Xiaoling Chen,EEE,Female,04.02,Team 6
G-107,5335,Qiang Zhang,SPMS,Male,4.2,Team 6
G-107,1033,Tanishq Reddy,WKW SCI,Male,3.92,Team 7
G-107,2196,Jia Li,SBS,Female,04.03,Team 7
G-107,4677,Emery Wu,NIE,Male,4.1,Team 7
G-107,1541,Zulaikha Binti Rahman,CCEB,Female,4,Team 7
G-107,1212,Samantha Sanchez,CoB (NBS),Female,4.25,Team 7
G-107,2471,Nguyen Thi Hoa,CCDS,Female,3.87,Team 8
G-107,992,Amara Siti,SSS,Female,04.03,Team 8
G-107,4572,Arjun Sinha,EEE,Male,04.09,Team 8
G-107,3973,Karan Patel,WKW SCI,Male,4.14,Team 8
G-107,754,Bria Tsai,MAE,Female,4.23,Team 8
G-107,1463,Xiao Zhang,EEE,Male,04.02,Team 9
G-107,2445,Chad Dela Cruz,SPMS,Male,04.02,Team 9
G-107,2012,Charu Iyer,SSS,Female,3.92,Team 9
G-107,598,Riana Binti Abdul,MSE,Female,4.25,Team 9
G-107,89,Suresh Bhat,CoE,Female,4.14,Team 9
G-107,149,Ananya Roy,MAE,Female,04.08,Team 10
G-107,2916,Omar Rivera,SSS,Male,4.12,Team 10
G-107,895,Saanvi Roy,CCEB,Female,4.25,Team 10
G-107,4336,Xiangqi,EEE,Male,4,Team 10
G-107,5132,Min-Jung Kim,ASE,Female,3.85,Team 10
G-108,4574,Hina Waseem,CCDS,Female,3.95,Team 1
G-108,4495,Rajendra Kumar,CEE,Male,04.01,Team 1
G-108,1339,Shun Takahashi,SSS,Male,4.11,Team 1
G-108,5576,Pooja Nair,MAE,Female,04.03,Team 1
G-108,2564,Tara Lim,EEE,Female,4.19,Team 1
G-108,1590,Yan Mei,CCDS,Female,3.87,Team 2
G-108,4720,Qing Liu,CoE,Female,4.11,Team 2
G-108,1923,Noah Gray,CoB (NBS),Male,04.06,Team 2
G-108,4297,Rizqi Bin Farhan,MAE,Male,4.15,Team 2
G-108,2511,Hana Watanabe,EEE,Female,4.18,Team 2
G-108,1809,Ivy Wang,SSS,Female,3.89,Team 3
G-108,3276,Shahril Bin Hamid,CCDS,Male,4.1,Team 3
G-108,2663,Liam Reddy,NIE,Male,04.02,Team 3
G-108,3128,Harini Nair,EEE,Female,04.02,Team 3
G-108,3933,Matthew Martinez,CEE,Male,4.57,Team 3
G-108,4890,Rafika Binti Harun,WKW SCI,Female,3.9,Team 4
G-108,5322,Rajiv Nair,SoH,Male,04.02,Team 4
G-108,3972,Malia Tan,CEE,Female,04.08,Team 4
G-108,5110,Sheng Liu,SBS,Female,4.14,Team 4
G-108,2716,Liang Bo,CoE,Male,4.19,Team 4
G-108,1643,Mae Chang,SBS,Female,04.02,Team 5
G-108,2597,Renee Lee,CCEB,Female,04.01,Team 5
G-108,1678,Cameron Ward,CCDS,Male,4.19,Team 5
G-108,1905,Nadya Zainal,MSE,Female,04.09,Team 5
G-108,2362,Zheng Guo,EEE,Male,04.08,Team 5
G-108,2141,Raj Patel,CEE,Male,3.8,Team 6
G-108,5153,Caleb Parker,CoB (NBS),Male,4.18,Team 6
G-108,2616,Priya Menon,SSS,Female,04.09,Team 6
G-108,5588,Shoji Takahashi,EEE,Male,4.11,Team 6
G-108,5469,Sakura Yamamoto,CCDS,Female,4.21,Team 6
G-108,3921,Camila Allen,ADM,Female,4,Team 7
G-108,5244,Nguyen Van Cuong,CEE,Male,04.02,Team 7
G-108,3193,Siti Aisya Binti Ibrahim,SoH,Female,4,Team 7
G-108,3184,Lindsey Lin,CCEB,Female,4.1,Team 7
G-108,3985,Asher Thompson,SPMS,Male,4.52,Team 7
G-108,4881,Maya Devi,EEE,Female,4,Team 8
G-108,5266,Julian Wu,WKW SCI,Male,4.12,Team 8
G-108,2130,Kendrick Alvarado,SSS,Male,4.18,Team 8
G-108,2303,Ruby Diaz,CCDS,Female,4.12,Team 8
G-108,3252,Samuel Lee,CoB (NBS),Male,04.02,Team 8
G-108,2926,Aarav Nair,CCDS,Male,3.89,Team 9
G-108,2614,Vidya Menon,SSS,Female,04.07,Team 9
G-108,3362,Zeeshan Ahmed,CCEB,Male,04.06,Team 9
G-108,5733,Chen Ming,MAE,Male,4.11,Team 9
G-108,1538,Shreya Rani,EEE,Female,4.22,Team 9
G-108,1941,Sophia Lee,CCEB,Female,4.22,Team 10
G-108,2470,Riya Mehta,CoB (NBS),Female,04.02,Team 10
G-108,2509,Hugo Long,CoE,Male,04.06,Team 10
G-108,3913,Randy Lim,SSS,Male,3.88,Team 10
G-108,2027,Mason King,CCDS,Male,4.18,Team 10
G-109,4327,Arav Singh,CCDS,Female,3.89,Team 1
G-109,3169,Alina Smith,SoH,Female,04.01,Team 1
G-109,1482,Asad Ali,MSE,Male,4.11,Team 1
G-109,1330,Cheng Wei Yeo,EEE,Male,4.2,Team 1
G-109,5299,Ifti Binti Rahman,CoB (NBS),Female,4.2,Team 1
G-109,1956,Zarina Binti Ibrahim,CCEB,Female,3.9,Team 2
G-109,5018,Raj Patel,EEE,Male,04.05,Team 2
G-109,4796,Cassidy Wang,CoB (NBS),Female,4.12,Team 2
G-109,3273,Kanti Gupta,MAE,Female,4.17,Team 2
G-109,892,Phan Van Hoa,EEE,Male,4.17,Team 2
G-109,2958,Ophelia Santos,CCDS,Female,04.01,Team 3
G-109,114,Noah Harris,EEE,Male,04.01,Team 3
G-109,1442,Maya Binti Rahim,CCEB,Female,3.95,Team 3
G-109,3953,James Taylor,CoE,Male,04.09,Team 3
G-109,3429,Samantha Wilson,CoB (NBS),Female,4.22,Team 3
G-109,5620,Riya Verma,MAE,Female,3.85,Team 4
G-109,1426,Wendy Cheung,CoB (NBS),Female,4.18,Team 4
G-109,4225,Liu Hong,CCEB,Female,4.12,Team 4
G-109,3729,Kenta Suzuki,CCDS,Male,04.02,Team 4
G-109,5059,Logan Harris,EEE,Male,4.22,Team 4
G-109,224,Alvin Dela Cruz,EEE,Male,3.96,Team 5
G-109,686,Rameez Shah,NIE,Male,3.96,Team 5
G-109,458,Harlow Chen,CCEB,Female,4.26,Team 5
G-109,1135,Sofia Wong,CEE,Female,4.2,Team 5
G-109,4954,Nori Matsuda,CoB (NBS),Female,4.2,Team 5
G-109,3658,Alia Mohd,EEE,Female,3.91,Team 6
G-109,1409,Miriam Tan,CCEB,Female,04.02,Team 6
G-109,5411,Cole Moore,CCDS,Male,4.17,Team 6
G-109,5313,Nia Carter,MSE,Female,4.14,Team 6
G-109,225,Shahril Bin Muni,NIE,Male,04.05,Team 6
G-109,4098,Shahrir Bin Rahman,WKW SCI,Male,3.9,Team 7
G-109,293,Claire Bennett,SBS,Female,04.06,Team 7
G-109,446,Hanh Pham,CoB (NBS),Female,04.09,Team 7
G-109,263,Norah Ng,CCEB,Female,4.14,Team 7
G-109,973,Zhi Wei Lim,EEE,Male,4.22,Team 7
G-109,4029,Nova Ong,SSS,Female,04.08,Team 8
G-109,1744,Fangling,EEE,Male,04.05,Team 8
G-109,1661,Suriya Tan,CoB (NBS),Female,4.19,Team 8
G-109,3377,Zoey Chen,CCEB,Female,4.15,Team 8
G-109,3662,Nitin Chaudhary,CCDS,Male,04.01,Team 8
G-109,3406,Ritika Joshi,MAE,Female,3.9,Team 9
G-109,3577,Hana Takemura,CoB (NBS),Female,4.11,Team 9
G-109,150,Kong Wei Tan,EEE,Male,4.22,Team 9
G-109,1960,Ajay Reddy,SPMS,Male,4.17,Team 9
G-109,695,Xuefeng,CCEB,Female,4,Team 9
G-109,4933,Hussain Bin Mohd,EEE,Male,4,Team 10
G-109,5595,Sana Rehman,CCDS,Female,4.11,Team 10
G-109,4376,Carmen Tan,CCEB,Female,4.3,Team 10
G-109,3016,Kendrick White,CEE,Male,4,Team 10
G-109,2533,Lina Teo,SPMS,Female,4.14,Team 10
G-11,2918,Julian Tan,CoB (NBS),Male,04.03,Team 1
G-11,5846,Tara Kumar,EEE,Female,04.01,Team 1
G-11,4266,Dewi Astuti,MAE,Female,3.9,Team 1
G-11,1852,Jin Lee,SPMS,Male,4.15,Team 1
G-11,796,Tanvi Agarwal,SSS,Female,4.2,Team 1
G-11,4041,Nina Butler,SBS,Female,3.91,Team 2
G-11,1017,Ethan Lee,NIE,Male,04.02,Team 2
G-11,5844,Chloe Hu,CoB (NBS),Female,04.03,Team 2
G-11,972,Dylan Anderson,EEE,Male,4.25,Team 2
G-11,268,Nora Zhang,ADM,Female,4.16,Team 2
G-11,2300,Liang Mei,EEE,Female,4.12,Team 3
G-11,4974,Peilin,CEE,Female,04.05,Team 3
G-11,1759,Kunal Tan,CoB (NBS),Male,3.8,Team 3
G-11,1377,Nguyen Hoang Khoa,ADM,Female,4.14,Team 3
G-11,4595,Jovian Tan,EEE,Male,4.22,Team 3
G-11,5452,Zainab Rahman,CCDS,Female,4.15,Team 4
G-11,5936,Lian Liu,MAE,Female,4,Team 4
G-11,4216,Jacob Howard,EEE,Male,04.03,Team 4
G-11,5628,Riya Khan,CCEB,Female,04.04,Team 4
G-11,4299,Seth Lim,CoB (NBS),Male,4.22,Team 4
G-11,4587,Ying Zhao,CoB (NBS),Female,3.91,Team 5
G-11,639,Erqi,CCDS,Male,4,Team 5
G-11,5889,Tyler Moore,WKW SCI,Male,04.02,Team 5
G-11,3381,Sana Ali,EEE,Female,4.15,Team 5
G-11,4712,Neha Kapoor,CoE,Female,4.2,Team 5
G-11,3687,Noah Wilson,CoB (NBS),Male,04.05,Team 6
G-11,1183,Tian Yi,WKW SCI,Male,4,Team 6
G-11,5408,Peiyu,CEE,Male,4.3,Team 6
G-11,5396,Alison Wong,CCDS,Female,4,Team 6
G-11,624,Kelly Lim,EEE,Female,3.96,Team 6
G-11,635,Charlotte Thomas,MAE,Female,3.9,Team 7
G-11,312,William Lim,CoB (NBS),Male,04.01,Team 7
G-11,1955,William Carter,EEE,Male,4.1,Team 7
G-11,5744,Tania Kurnia,SSS,Female,4.3,Team 7
G-11,3869,Sebastian Mitchell,CCDS,Male,04.04,Team 7
G-11,342,Ethan Ong,CCEB,Male,04.08,Team 8
G-11,3974,Zhao Rui,EEE,Male,4.17,Team 8
G-11,5714,Alondra Santos,CoB (NBS),Female,04.08,Team 8
G-11,5747,Cleo Wang,MAE,Female,4.17,Team 8
G-11,1996,Daya Kumari,SSS,Female,3.9,Team 8
G-11,1288,Elena Vladimirovna,CEE,Female,3.87,Team 9
G-11,4450,Charlotte Martin,CoB (NBS),Female,04.01,Team 9
G-11,5386,Arun Singh,EEE,Male,04.06,Team 9
G-11,1156,Hugo Huang,SBS,Male,4.17,Team 9
G-11,3651,Chengwei,SPMS,Male,4.2,Team 9
G-11,4866,Richa Agarwal,CoB (NBS),Female,3.97,Team 10
G-11,5491,Caleb Murphy,CCDS,Male,04.05,Team 10
G-11,1505,Wesley Turner,EEE,Male,04.09,Team 10
G-11,4128,Ella Johnson,CoE,Female,4.12,Team 10
G-11,5697,Aisha Fitria,MSE,Female,4.3,Team 10
G-110,4221,Emma Black,CCEB,Female,04.03,Team 1
G-110,3138,Mizuki Yamashita,CCDS,Female,04.03,Team 1
G-110,4303,Jason Lam,MAE,Male,4,Team 1
G-110,3986,Glenn Wong,ASE,Male,04.05,Team 1
G-110,3908,Alana Lee,CoB (NBS),Female,4.19,Team 1
G-110,183,Madison Edwards,MAE,Female,4,Team 2
G-110,941,Jamal Bin Rahman,MSE,Male,04.01,Team 2
G-110,1015,Nurul Izzah,SSS,Female,04.03,Team 2
G-110,812,Quang Vu,CCDS,Female,4.14,Team 2
G-110,1313,Silas Kim,CoE,Male,4.27,Team 2
G-110,547,Tobias Alonzo,MSE,Male,4.16,Team 3
G-110,4858,Ashlyn Wu,CCEB,Female,04.01,Team 3
G-110,4591,Jaxon Lee,WKW SCI,Male,04.06,Team 3
G-110,1985,Chloe Turner,CEE,Female,04.01,Team 3
G-110,3396,Wren Tsai,SoH,Female,4.16,Team 3
G-110,2347,Gage Yang,NIE,Male,04.01,Team 4
G-110,4423,Laila Thomas,CoB (NBS),Female,4.18,Team 4
G-110,2975,Jia Wei,EEE,Male,4.16,Team 4
G-110,5666,Anya Bogdanova,CCDS,Female,3.94,Team 4
G-110,3578,Yuna Takahashi,SSS,Female,4.11,Team 4
G-110,5349,Ying Mei,MAE,Female,4.11,Team 5
G-110,3664,Kevin Ross,SSS,Male,4.11,Team 5
G-110,1402,Nora Alia,SPMS,Female,04.08,Team 5
G-110,3485,Nashit Lee,CEE,Male,4.15,Team 5
G-110,3277,Akemi Watanabe,SBS,Female,3.87,Team 5
G-110,5376,Vincent Lim,NIE,Male,04.08,Team 6
G-110,3031,Brianna Foster,CCEB,Female,04.09,Team 6
G-110,2275,Shi Wei Lim,MAE,Male,4.1,Team 6
G-110,1019,Cheng Wu,CoB (NBS),Female,04.01,Team 6
G-110,581,Wendy Chia,EEE,Female,4.19,Team 6
G-110,1186,Sarah Wang,CoE,Female,4.17,Team 7
G-110,827,Sukanya Das,CCDS,Female,04.03,Team 7
G-110,2531,Anthony Liu,EEE,Male,04.06,Team 7
G-110,1511,Nadia Binti,SBS,Female,04.03,Team 7
G-110,3249,Wei Jun,CEE,Male,4.1,Team 7
G-110,5776,Olga Reyes,MSE,Female,04.06,Team 8
G-110,4607,Fatima Binti,CoE,Female,04.02,Team 8
G-110,5662,Rina Ahmad,CoB (NBS),Female,04.01,Team 8
G-110,2481,Rohan Shah,NIE,Male,4.18,Team 8
G-110,5221,Faisal Malik,CCDS,Male,4.15,Team 8
G-110,4761,Rajesh Desai,CoB (NBS),Male,3.95,Team 9
G-110,5940,Zara Binti,MAE,Female,04.03,Team 9
G-110,3313,Nash Tan,CEE,Male,04.06,Team 9
G-110,6000,Alaina Chang,SSS,Female,4.15,Team 9
G-110,4295,Aubrey Davis,SBS,Female,4.17,Team 9
G-110,2800,Eric Wong,SSS,Male,04.01,Team 10
G-110,5569,Riley Baker,EEE,Female,04.03,Team 10
G-110,1262,Samuel Cook,LKCMedicine,Male,04.02,Team 10
G-110,4135,Anjali Sharma,CCDS,Female,4.1,Team 10
G-110,2044,Avery Chan,CoB (NBS),Female,4.21,Team 10
G-111,5127,Hiroshi Matsumoto,NIE,Male,3.87,Team 1
G-111,1149,Thomas Harris,SoH,Male,4.15,Team 1
G-111,3700,Shreya Iyer,CoB (NBS),Female,04.08,Team 1
G-111,2238,Hong Mei,EEE,Female,4.22,Team 1
G-111,2754,Ethan James,CCDS,Male,4.15,Team 1
G-111,5012,Silas Wu,MAE,Male,04.02,Team 2
G-111,4682,Lily Scott,ADM,Female,04.03,Team 2
G-111,203,Angela Lim,SSS,Female,04.04,Team 2
G-111,343,Raghav Reddy,CEE,Male,04.03,Team 2
G-111,1466,Kartik Reddy,CoB (NBS),Male,4.3,Team 2
G-111,582,Sophie Mendoza,CCDS,Female,3.9,Team 3
G-111,1682,Jaxon Green,ASE,Male,04.02,Team 3
G-111,4762,Nisha Malhotra,MAE,Female,4.1,Team 3
G-111,5553,Tyler Reddy,EEE,Male,4.15,Team 3
G-111,2491,Penny Wong,CoB (NBS),Female,4.25,Team 3
G-111,2865,Parker Martin,EEE,Male,3.8,Team 4
G-111,5350,Tian Hua,CEE,Male,04.09,Team 4
G-111,5599,Violet Perez,MAE,Female,4.15,Team 4
G-111,2952,Deng Jian,SPMS,Male,4.17,Team 4
G-111,377,Gina Wong,ADM,Female,4.17,Team 4
G-111,4057,Samira Khan,CCEB,Female,3.9,Team 5
G-111,2276,Haruto Suzuki,WKW SCI,Male,04.04,Team 5
G-111,5554,Caleb Gray,EEE,Male,4.1,Team 5
G-111,221,Jasmine Rivera,CoB (NBS),Female,04.04,Team 5
G-111,3846,Mateo Huang,SSS,Male,4.52,Team 5
G-111,4994,Madison Bailey,SSS,Female,04.03,Team 6
G-111,3771,Oliver Chan,SPMS,Male,04.02,Team 6
G-111,1318,Mila Cook,CoB (NBS),Female,4.12,Team 6
G-111,3119,Xiong Wei Tan,CEE,Male,4.2,Team 6
G-111,1621,Shinichi Nakagawa,ASE,Male,4.17,Team 6
G-111,4962,Tae-Jin Kim,MAE,Male,3.91,Team 7
G-111,5754,Gideon Green,SoH,Male,4.15,Team 7
G-111,5213,Trisha Joshi,SSS,Female,4.12,Team 7
G-111,4568,Chandni Verma,CCDS,Female,3.9,Team 7
G-111,5074,Willow Chen,EEE,Female,4.25,Team 7
G-111,5698,Tristan Young,WKW SCI,Male,3.89,Team 8
G-111,2822,Aisha Ali,SPMS,Female,4.13,Team 8
G-111,5638,Haojun,MAE,Female,4,Team 8
G-111,3532,Deena Binti Mohd,EEE,Female,4.15,Team 8
G-111,3295,Panshi,CoB (NBS),Male,4.3,Team 8
G-111,2187,Dewi Sari,NIE,Female,04.02,Team 9
G-111,1902,Dylan Wang,SSS,Male,04.02,Team 9
G-111,2874,Harper Tan,SBS,Female,3.92,Team 9
G-111,2043,Liam Wright,EEE,Male,4.17,Team 9
G-111,2541,Wang Ming,CoB (NBS),Male,4.22,Team 9
G-111,4798,Siti Nurhaliza Binti Idris,CCEB,Female,3.8,Team 10
G-111,3481,Afreen Bukhari,MAE,Male,4.12,Team 10
G-111,444,Hao Xun,CoE,Male,4.14,Team 10
G-111,5663,Manisha Gupta,ADM,Female,4.15,Team 10
G-111,2103,Jaxon Wu,SoH,Male,4.18,Team 10
G-112,1492,Jackson Yang,SPMS,Male,04.04,Team 1
G-112,1838,Sofia Khanna,MAE,Female,04.01,Team 1
G-112,239,Katia Tan,CCEB,Female,04.04,Team 1
G-112,5343,Ursula Turner,SBS,Female,04.04,Team 1
G-112,2257,Min Zhang,EEE,Male,4.3,Team 1
G-112,1500,Jagdeep Singh,ASE,Male,3.92,Team 2
G-112,3907,Ritika Patel,SBS,Female,4.16,Team 2
G-112,5830,Alice Wang,MAE,Female,04.05,Team 2
G-112,502,Fern Adams,CCDS,Female,4.14,Team 2
G-112,2229,Dong Chen,CoE,Male,4.2,Team 2
G-112,369,Maris Tsai,SoH,Female,3.88,Team 3
G-112,5487,Asha Tan,MAE,Female,4.1,Team 3
G-112,486,Rocco Ong,SSS,Male,04.09,Team 3
G-112,1120,Lincoln Yang,CCDS,Male,4.15,Team 3
G-112,5890,Ella Zhao,CoB (NBS),Female,4.22,Team 3
G-112,4938,Keiko Mori,ADM,Female,3.9,Team 4
G-112,799,Sanjay Kapoor,NIE,Male,4.15,Team 4
G-112,44,Irene Cheung,EEE,Female,4.15,Team 4
G-112,5042,Tarun Nair,CEE,Male,4.17,Team 4
G-112,5296,Penny Kwan,CCDS,Female,04.09,Team 4
G-112,1723,Ashton Lee,EEE,Male,04.03,Team 5
G-112,4150,Bridgette Villanueva,SBS,Female,4.15,Team 5
G-112,4680,Laila Shah,SSS,Female,4,Team 5
G-112,1044,Cameron Tan,CoE,Male,4.11,Team 5
G-112,5019,Farah Binti Ibrahim,CCDS,Female,4.25,Team 5
G-112,2654,Charlotte Robinson,MAE,Female,04.09,Team 6
G-112,5966,Kyle Yip,EEE,Male,04.02,Team 6
G-112,5882,Ryuu Tanaka,CCEB,Male,4.1,Team 6
G-112,1022,Riley Jackson,CoE,Female,4.15,Team 6
G-112,3967,Uma Lopez,CCDS,Female,4.22,Team 6
G-112,3457,Theo Cooper,CoE,Male,3.9,Team 7
G-112,2745,Sakura Watanabe,CCEB,Female,4.17,Team 7
G-112,4234,Emma Davis,EEE,Female,4.13,Team 7
G-112,1936,Mai Le,SoH,Female,04.09,Team 7
G-112,5038,Ravi Deshmukh,CCDS,Male,4.2,Team 7
G-112,583,Mackenzie Russell,MAE,Female,04.03,Team 8
G-112,3437,Bingqi,CoB (NBS),Male,04.05,Team 8
G-112,1450,Zeke Yang,MSE,Male,04.09,Team 8
G-112,4503,Rowena Mendoza,CoE,Female,4.12,Team 8
G-112,2625,Layla Reddy,CCDS,Female,4.52,Team 8
G-112,4083,Sophia Moore,ADM,Female,04.03,Team 9
G-112,1251,Ngoc Ho,SSS,Female,04.08,Team 9
G-112,5151,Owais Javed,CoE,Male,4.15,Team 9
G-112,1159,Caleb Mitchell,EEE,Male,04.09,Team 9
G-112,2451,Fatima Noor,MAE,Female,4.21,Team 9
G-112,1021,Linda Thomas,LKCMedicine,Female,3.86,Team 10
G-112,2073,Chen Yu,EEE,Male,04.06,Team 10
G-112,1032,Fadli Hidayat,MAE,Male,4.2,Team 10
G-112,1622,Talia Li,CCDS,Female,4.18,Team 10
G-112,3042,Elena Brown,CCEB,Female,4.2,Team 10
G-113,5465,Ahmad bin Ismail,CEE,Male,04.07,Team 1
G-113,1496,Adrian Tan,CCDS,Male,04.02,Team 1
G-113,5843,Taojie,SoH,Female,04.05,Team 1
G-113,357,Vikram Joshi,CoB (NBS),Male,04.01,Team 1
G-113,3327,Maya Rahayu,CCEB,Female,4.2,Team 1
G-113,5045,Grace Young,CoB (NBS),Female,04.01,Team 2
G-113,2955,Diana Prince,SPMS,Female,4.15,Team 2
G-113,5740,Bharat Menon,CCDS,Male,3.78,Team 2
G-113,913,Siti binti Ahmad,SSS,Female,4.14,Team 2
G-113,4655,Zahrah Binti Noor,EEE,Male,4.15,Team 2
G-113,5247,Alya Binti Mohd,SoH,Female,3.94,Team 3
G-113,2922,Violet Ward,SSS,Female,04.01,Team 3
G-113,4056,Han Chen Lim,SPMS,Male,3.8,Team 3
G-113,1042,Jasper Wang,EEE,Male,4.3,Team 3
G-113,5992,Zain Malik,CEE,Female,4.18,Team 3
G-113,2906,Yara Chen,CoB (NBS),Female,3.88,Team 4
G-113,3726,Diana Binti Azhar,SoH,Female,3.95,Team 4
G-113,5170,Oscar Lee,SSS,Male,4.15,Team 4
G-113,4350,Isaac Wright,CCDS,Male,4.11,Team 4
G-113,415,Maximus Wright,SPMS,Male,4.12,Team 4
G-113,1248,Natalie Chen,CoE,Female,04.05,Team 5
G-113,4460,Zhang Bo,EEE,Male,04.03,Team 5
G-113,1631,Fatima Khan,CoB (NBS),Female,04.06,Team 5
G-113,3076,Rajiv Mehta,MSE,Male,3.88,Team 5
G-113,5232,Samantha Yang,SSS,Female,4.2,Team 5
G-113,5544,Isaiah Murphy,ADM,Male,04.05,Team 6
G-113,3705,Isaac Wong,CoB (NBS),Male,04.04,Team 6
G-113,3520,Suman Singh,EEE,Female,3.95,Team 6
G-113,5030,Lara Lim,SSS,Female,04.09,Team 6
G-113,5959,Kendall Zhang,CCDS,Female,4.17,Team 6
G-113,5910,Amina Rahman,WKW SCI,Female,3.85,Team 7
G-113,5214,Zahid Bin Rahman,SoH,Male,4.1,Team 7
G-113,5457,Leonardo Thomas,CEE,Male,04.06,Team 7
G-113,3191,Gia Price,SSS,Female,4.12,Team 7
G-113,2261,Sadia Noor,CCDS,Female,4.14,Team 7
G-113,338,Elizaveta Antonova,SSS,Female,3.89,Team 8
G-113,2217,Clara Yang,CCDS,Female,4.12,Team 8
G-113,2539,Kimi Wibowo,SoH,Female,04.05,Team 8
G-113,2114,Farrell Mendoza,MAE,Male,04.04,Team 8
G-113,4565,Rohan Tan,CoB (NBS),Male,4.17,Team 8
G-113,475,Zara Price,EEE,Female,3.85,Team 9
G-113,5853,Sonia Iyer,NIE,Female,04.03,Team 9
G-113,447,Logan Green,CCEB,Male,04.09,Team 9
G-113,3990,Brayden Torres,CCDS,Male,04.09,Team 9
G-113,647,Sherry Tan,ADM,Female,4.15,Team 9
G-113,2364,Kaitlyn Carter,EEE,Female,3.94,Team 10
G-113,5346,Jamal Santos,SSS,Male,04.08,Team 10
G-113,2536,Lydia Wang,CoB (NBS),Female,04.07,Team 10
G-113,3228,Yusuf Bin Sulaiman,CCDS,Male,4.1,Team 10
G-113,5000,Tess Tsai,CCEB,Female,4.22,Team 10
G-114,5393,Jueqi,SBS,Female,4.2,Team 1
G-114,4874,Rei Takahashi,CoE,Male,04.02,Team 1
G-114,4546,Cheng Zhang,CCDS,Female,04.08,Team 1
G-114,3391,Aubree King,NIE,Female,4.14,Team 1
G-114,2258,Zachary Tan,MAE,Male,04.02,Team 1
G-114,2324,Sana Malik,CEE,Female,4.15,Team 2
G-114,1627,Ravi Chandran,CCEB,Male,3.95,Team 2
G-114,2218,Guixiang,MAE,Male,4.1,Team 2
G-114,3725,Miho Nishimura,ADM,Female,04.08,Team 2
G-114,3400,Kabir Singh,CCDS,Female,4.19,Team 2
G-114,4028,Svetlana Petrovna,CCDS,Female,3.94,Team 3
G-114,5810,Alia Zainal,ASE,Female,4.14,Team 3
G-114,2208,Saira Raza,CoB (NBS),Female,04.08,Team 3
G-114,3478,Maya Zhao,SSS,Female,4.12,Team 3
G-114,1410,Amit Sharma,NIE,Male,4.21,Team 3
G-114,3367,Isaac Lee,MSE,Male,04.01,Team 4
G-114,4687,Sophie Patel,CCEB,Female,04.02,Team 4
G-114,3540,Rida Khan,CoE,Female,04.02,Team 4
G-114,5017,Sofia Cheng,ADM,Female,04.04,Team 4
G-114,366,Troy Wong,CoB (NBS),Male,4.52,Team 4
G-114,319,Tariq Khan,EEE,Male,04.02,Team 5
G-114,561,Shawn Ng,CoB (NBS),Male,04.03,Team 5
G-114,3787,Misha Rani,CCEB,Female,4.14,Team 5
G-114,1382,Deepa Sharma,CCDS,Female,4.12,Team 5
G-114,5405,Li Chan,MSE,Female,4.19,Team 5
